0.020129	0.020129	001
13.621137	13.621137	002
20.63789	20.63789	003
31.359141	31.359141	004
43.475026	43.475026	005
51.973578	51.973578	006
63.958715	63.958715	007
75.900271	75.900271	008
87.449585	87.449585	009
98.040089	98.040089	010
110.068809	110.068809	011
118.305867	118.305867	012
125.061127	125.061127	013
143.104207	143.104207	014
157.268461	157.268461	015
164.285214	164.285214	016
175.398705	175.398705	017
190.52177	190.52177	018
197.451359	197.451359	019
217.499225	217.499225	020
240.379943	240.379943	021
251.23194	251.23194	022
275.332963	275.332963	023
294.07336	294.07336	024
305.666257	305.666257	025
339.529719	339.529719	026
376.531108	376.531108	027
395.794493	395.794493	028
411.266216	411.266216	029
429.897657	429.897657	030
455.567643	455.567643	031
475.288642	475.288642	032
485.247202	485.247202	033
508.901506	508.901506	034
521.485901	521.485901	035
541.087049	541.087049	036
558.803261	558.803261	037
570.123769	570.123769	038
586.107584	586.107584	039
598.267051	598.267051	040
612.24608	612.24608	041
629.471992	629.471992	042
637.403974	637.403974	043
644.475205	644.475205	044
656.798106	656.798106	045
666.048453	666.048453	046
676.072386	676.072386	047
689.452158	689.452158	048
711.635559	711.635559	049
734.9521	734.9521	050
745.891262	745.891262	051
757.919982	757.919982	052
765.895546	765.895546	053
773.348123	773.348123	054
798.582286	798.582286	055
813.313109	813.313109	056
822.378232	822.378232	057
842.600428	842.600428	058
863.563523	863.563523	059
883.04482	883.04482	060
906.404943	906.404943	061
977.269794	977.269794	062
1005.511136	1005.511136	063
1020.764948	1020.764948	064
1034.362632	1034.362632	065
1044.212236	1044.212236	066
1053.32094	1053.32094	067
1070.579539	1070.579539	068
1089.01486	1089.01486	069
1106.752863	1106.752863	070
1120.9607	1120.9607	071
1141.182896	1141.182896	072
1152.448925	1152.448925	073
1164.281525	1164.281525	074
1204.442632	1204.442632	075
1221.810186	1221.810186	076
1252.884379	1252.884379	077
1260.947108	1260.947108	078
1271.602985	1271.602985	079
1294.81057	1294.81057	080
1315.381425	1315.381425	081
1332.117035	1332.117035	082
1344.015008	1344.015008	083
1379.18594	1379.18594	084
1399.713212	1399.713212	085
1454.801263	1454.801263	086
1467.745212	1467.745212	087
1496.901783	1496.901783	088
1507.187211	1507.187211	089
1534.99273	1534.99273	090
1561.360033	1561.360033	091
1594.024981	1594.024981	092
1606.990721	1606.990721	093
1634.818032	1634.818032	094
1654.669778	1654.669778	095
1665.085953	1665.085953	096
1690.298324	1690.298324	097
1707.077517	1707.077517	098
1720.631618	1720.631618	099
1731.57078	1731.57078	100
1741.943372	1741.943372	101
1764.976628	1764.976628	102
1834.577591	1834.577591	103
1846.562729	1846.562729	104
1859.266975	1859.266975	105
1883.738447	1883.738447	106
1900.953463	1900.953463	107
1915.008761	1915.008761	108
1931.853327	1931.853327	109
1961.40214	1961.40214	110
1979.467011	1979.467011	111
1996.616653	1996.616653	112
2010.388666	2010.388666	113
2037.801945	2037.801945	114
2065.433135	2065.433135	115
2077.461855	2077.461855	116
2089.032961	2089.032961	117
2100.124661	2100.124661	118
2123.266872	2123.266872	119
2133.835585	2133.835585	120
2164.452164	2164.452164	121
2181.580015	2181.580015	122
2194.088141	2194.088141	123
2211.259575	2211.259575	124
2233.388497	2233.388497	125
2258.807885	2258.807885	126
2290.056407	2290.056407	127
2305.026934	2305.026934	128
2322.394488	2322.394488	129
2339.173681	2339.173681	130
2354.536448	2354.536448	131
2361.640366	2361.640366	132
2377.024925	2377.024925	133
2403.849842	2403.849842	134
2416.837373	2416.837373	135
2428.975049	2428.975049	136
